1,STATE ABBREVIATION,D,FEC ID#,(I),CANDIDATE NAME (First),CANDIDATE NAME (Last),CANDIDATE NAME,TOTAL VOTES,PARTY,GENERAL VOTES ,GENERAL %,GE RUNOFF ELECTION VOTES (LA),GE RUNOFF ELECTION % (LA),"COMBINED GE PARTY TOTALS (CT, NY, SC)","COMBINED % (CT, NY, SC)",GE WINNER INDICATOR,FOOTNOTES,
1202,IL,01,H2IL01133,,Jordan,Sims,"Sims, Jordan",,D,,,,,,,,,
1203,IL,01,n/a,,,,,Party Votes:,D,,,,,,,,,
1204,IL,01,H2IL01166,,Donald E.,Peloquin,"Peloquin, Donald E.",,R,"83,989",26.18%,,,,,,,
1205,IL,01,H2IL01141,,Frederick,Collins,"Collins, Frederick",,R,,,,,,,,,
1206,IL,01,H2IL01182,,Jimmy Lee II,Tillman,"Tillman, Jimmy Lee II",,R,,,,,,,,,
1207,IL,01,n/a,,,,,Party Votes:,R,,,,,,,,,
1208,IL,01,n/a,,John,Hawkins,"Hawkins, John",,W,1,0.00%,,,,,,,
1209,IL,01,n/a,,,,,District Votes:,,"320,844",,,,,,,,
1210,IL,,n/a,,,,DISTRICT 2,,,,,,,,,,,
1211,IL,02,H6IL02124,(I),"Jesse L., Jr.",Jackson,"Jackson, Jesse L., Jr.",,D,"188,303",63.25%,,,,,W,,
1212,IL,02,H8IL11113,,"Deborah ""Debbie""",Halvorson,"Halvorson, Deborah ""Debbie""",,D,,,,,,,,,
1213,IL,02,n/a,,,,,Party Votes:,D,,,,,,,,,
1214,IL,02,H2IL02149,,Brian,Woodworth,"Woodworth, Brian",,R,"69,115",23.22%,,,,,,,
1215,IL,02,H2IL02131,,"James H., Sr.",Taylor,"Taylor, James H., Sr.",,R,,,,,,,,,
1216,IL,02,n/a,,,,,Party Votes:,R,,,,,,,,,
1217,IL,02,H2IL02156,,Marcus,Lewis,"Lewis, Marcus",,IND,"40,006",13.44%,,,,,,,
1218,IL,02,H2IL02107,,Anthony W.,Williams,"Williams, Anthony W.",,W,288,0.10%,,,,,,,
1219,IL,02,n/a,,,,,District Votes:,,"297,712",,,,,,,,
1220,IL,,n/a,,,,DISTRICT 3,,,,,,,,,,,
1221,IL,03,H4IL03077,(I),Daniel William,Lipinski,"Lipinski, Daniel William",,D,"168,738",68.48%,,,,,W,,
1222,IL,03,H2IL03113,,Farah,Baqai,"Baqai, Farah",,D,,,,,,,,,
1223,IL,03,n/a,,,,,Party Votes:,D,,,,,,,,,
1224,IL,03,H2IL03121,,Richard L.,Grabowski,"Grabowski, Richard L.",,R,"77,653",31.52%,,,,,,,
1225,IL,03,H2IL03139,,Jim,Falvey,"Falvey, Jim",,R,,,,,,,,,
1226,IL,03,H4IL03028,,Arthur J.,Jones,"Jones, Arthur J.",,R,,,,,,,,,
1227,IL,03,n/a,,,,,Party Votes:,R,,,,,,,,,
1228,IL,03,n/a,,Laura,Anderson,"Anderson, Laura",,W,7,0.00%,,,,,,,
1229,IL,03,n/a,,,,,District Votes:,,"246,398",,,,,,,,
1230,IL,,n/a,,,,DISTRICT 4,,,,,,,,,,,
1231,IL,04,H2IL08039,(I),Luis V.,Gutierrez,"Gutierrez, Luis V.",,D,"133,226",83.00%,,,,,W,,
1232,IL,04,n/a,,Jorge,Zavala,"Zavala, Jorge",,W(D),,,,,,,,,
1233,IL,04,n/a,,,,,Party Votes:,D,,,,,,,,,
1234,IL,04,H2IL04145,,Hector,Concepcion,"Concepcion, Hector",,W(R)/R,"27,279",17.00%,,,,,,,
1235,IL,04,n/a,,,,,Party Votes:,R,,,,,,,,,
1236,IL,04,n/a,,Ymelda,Viramontes,"Viramontes, Ymelda",,W,4,0.00%,,,,,,,
1237,IL,04,n/a,,,,,District Votes:,,"160,509",,,,,,,,
1238,IL,,n/a,,,,DISTRICT 5,,,,,,,,,,,
1239,IL,05,H0IL05096,(I),Mike,Quigley,"Quigley, Mike",,D,"177,729",65.73%,,,,,W,,
1240,IL,05,n/a,,,,,Party Votes:,D,,,,,,,,,
1241,IL,05,H4IL11047,,Dan,Schmitt,"Schmitt, Dan",,R,"77,289",28.59%,,,,,,,
1242,IL,05,n/a,,,,,Party Votes:,R,,,,,,,,,
1243,IL,05,H2IL05183,,Nancy,Wade,"Wade, Nancy",,GRE,"15,359",5.68%,,,,,,,
1244,IL,05,n/a,,,,,District Votes:,,"270,377",,,,,,,,
1245,IL,,n/a,,,,DISTRICT 6,,,,,,,,,,,
1246,IL,06,H6IL06117,(I),Peter J.,Roskam,"Roskam, Peter J.",,R,"193,138",59.22%,,,,,W,,
1247,IL,06,n/a,,,,,Party Votes:,R,,,,,,,,,
1248,IL,06,H2IL06058,,Leslie,Coolidge,"Coolidge, Leslie",,D,"132,991",40.78%,,,,,,,
1249,IL,06,H2IL06074,,Maureen E.,Yates,"Yates, Maureen E.",,D,,,,,,,,,
1250,IL,06,H2IL06041,,Geoffrey,Petzel,"Petzel, Geoffrey",,D,,,,,,,,,
1251,IL,06,n/a,,,,,Party Votes:,D,,,,,,,,,
1252,IL,06,n/a,,,,,District Votes:,,"326,129",,,,,,,,
1253,IL,,n/a,,,,DISTRICT 7,,,,,,,,,,,
1254,IL,07,H4IL07037,(I),Danny K.,Davis,"Davis, Danny K.",,D,"242,439",84.64%,,,,,W,,
1255,IL,07,H2IL07098,,Jacques A.,Conway,"Conway, Jacques A.",,D,,,,,,,,,
1256,IL,07,n/a,,,,,Party Votes:,D,,,,,,,,,
1257,IL,07,H2IL07106,,Rita,Zak,"Zak, Rita",,R,"31,466",10.99%,,,,,,,
1258,IL,07,H2IL07114,,John H.,Monaghan,"Monaghan, John H.",,IND,"12,523",4.37%,,,,,,,
1259,IL,07,n/a,,Phil,Collins,"Collins, Phil",,W,5,0.00%,,,,,,,
1260,IL,07,n/a,,Dennis,Richter,"Richter, Dennis",,W,2,0.00%,,,,,,,
1261,IL,07,n/a,,,,,District Votes:,,"286,435",,,,,,,,
1262,IL,,n/a,,,,DISTRICT 8,,,,,,,,,,,
1263,IL,08,H6IL06141,,Tammy,Duckworth,"Duckworth, Tammy",,D,"123,206",54.74%,,,,,W,,
1264,IL,08,H2IL08096,,Raja,Krishnamoorthi,"Krishnamoorthi, Raja",,D,,,,,,,,,
1265,IL,08,n/a,,,,,Party Votes:,D,,,,,,,,,
1266,IL,08,H0IL08090,(I),Joe,Walsh,"Walsh, Joe",,R,"101,860",45.26%,,,,,,,
1267,IL,08,n/a,,Robert (Bob),Canfield,"Canfield, Robert ""Bob""",,W(R),,,,,,,,,
1268,IL,08,n/a,,,,,Party Votes:,R,,,,,,,,,
1269,IL,08,n/a,,,,,District Votes:,,"225,066",,,,,,,,
1270,IL,,n/a,,,,DISTRICT 9,,,,,,,,,,,
1271,IL,09,H8IL09067,(I),Janice D.,Schakowsky,"Schakowsky, Janice D.",,D,"194,869",66.33%,,,,,W,,
1272,IL,09,H0IL05286,,Simon,Ribeiro,"Ribeiro, Simon",,D,,,,,,,,,
1273,IL,09,n/a,,,,,Party Votes:,D,,,,,,,,,
1274,IL,09,H2IL09110,,Timothy C.,Wolfe,"Wolfe, Timothy C.",,R,"98,924",33.67%,,,,,,,
1275,IL,09,n/a,,,,,Party Votes:,R,,,,,,,,,
1276,IL,09,n/a,,Hilaire Fuji ,Shioura,"Shioura, Hilaire Fuji ",,W,8,0.00%,,,,,,,
1277,IL,09,n/a,,Susanne,Atanus,"Atanus, Susanne",,W,6,0.00%,,,,,,,
1278,IL,09,n/a,,,,,District Votes:,,"293,807",,,,,,,,
1279,IL,,n/a,,,,DISTRICT 10,,,,,,,,,,,
1280,IL,10,H2IL10068,,Brad,Schneider,"Schneider, Brad",,D,"133,890",50.63%,,,,,W,,
1281,IL,10,H2IL10050,,Ilya,Sheyman,"Sheyman, Ilya",,D,,,,,,,,,
1282,IL,10,H2IL10100,,John,Tree,"Tree, John",,D,,,,,,,,,
1283,IL,10,H2IL10084,,Vivek,Bavda,"Bavda, Vivek",,D,,,,,,,,,
1284,IL,10,H2IL10092,,Aloys,Rutagwibira,"Rutagwibira, Aloys",,W(D),,,,,,,,,
1285,IL,10,n/a,,,,,Party Votes:,D,,,,,,,,,
1286,IL,10,H0IL10302,(I),Robert,Dold,"Dold, Robert",,R,"130,564",49.37%,,,,,,,
1287,IL,10,n/a,,,,,Party Votes:,R,,,,,,,,,
1288,IL,10,n/a,,,,,District Votes:,,"264,454",,,,,,,,
1289,IL,,n/a,,,,DISTRICT 11,,,,,,,,,,,
1290,IL,11,H8IL14067,,Bill,Foster,"Foster, Bill",,D,"148,928",58.57%,,,,,W,,
1291,IL,11,H2IL11108,,Juan,Thomas,"Thomas, Juan",,D,,,,,,,,,
1292,IL,11,H2IL11116,,Jim,Hickey,"Hickey, Jim",,D,,,,,,,,,
1293,IL,11,n/a,,,,,Party Votes:,D,,,,,,,,,
1294,IL,11,H8IL13069,(I),Judy,Biggert,"Biggert, Judy",,R,"105,348",41.43%,,,,,,,
1295,IL,11,n/a,,Diane M.,Harris,"Harris, Diane M.",,W(R),,,,,,,,,
1296,IL,11,n/a,,,,,Party Votes:,R,,,,,,,,,
1297,IL,11,n/a,,Chris,Michel,"Michel, Chris",,W,19,0.01%,,,,,,,
1298,IL,11,n/a,,,,,District Votes:,,"254,295",,,,,,,,
1299,IL,,n/a,,,,DISTRICT 12,,,,,,,,,,,
1300,IL,12,H2IL12122,,William L.,Enyart,"Enyart, William L. #",,D,"157,000",51.65%,,,,,W,#  Brad Harriman withdrew after the primary election and William Enyart was selected by the party to fill the vacancy on the general election ballot.,
1301,IL,12,H2IL12114,,Brad,Harriman,"Harriman, Brad #",,D,,,,,,,,#  Brad Harriman withdrew after the primary election and William Enyart was selected by the party to fill the vacancy on the general election ballot.,
1302,IL,12,H2IL12106,,Christopher,Miller,"Miller, Christopher",,D,,,,,,,,,
1303,IL,12,H8IL12053,,Kenneth Charles,Wiezer,"Wiezer, Kenneth Charles",,D,,,,,,,,,
1304,IL,12,n/a,,,,,Party Votes:,D,,,,,,,,,
1305,IL,12,H2IL12098,,Jason,Plummer,"Plummer, Jason",,R,"129,902",42.74%,,,,,,,
1306,IL,12,H2IL12080,,Rodger,Cook,"Cook, Rodger",,R,,,,,,,,,
1307,IL,12,H0IL12076,,Theresa ,Kormos,"Kormos, Theresa ",,R,,,,,,,,,
1308,IL,12,n/a,,,,,Party Votes:,R,,,,,,,,,
1309,IL,12,H2IL12130,,Paula,Bradshaw,"Bradshaw, Paula",,GRE,"17,045",5.61%,,,,,,,
1310,IL,12,H2IL12130,,Shon-Tiyon,Horton,"Horton, Shon-Tiyon",,W,2,0.00%,,,,,,,
1311,IL,12,n/a,,,,,District Votes:,,"303,949",,,,,,,,
1312,IL,,n/a,,,,DISTRICT 13,,,,,,,,,,,
1313,IL,13,H2IL13120,,Rodney,Davis,"Davis, Rodney #",,R,"137,034",46.55%,,,,,W,#  Tim Johnson withdrew after the primary election and Rodney Davis was selected by the party to fill the vacancy on the general election ballot.,
1314,IL,13,H0IL15053,(I),Tim,Johnson,"Johnson, Tim #",,R,,,,,,,,#  Tim Johnson withdrew after the primary election and Rodney Davis was selected by the party to fill the vacancy on the general election ballot.,
1315,IL,13,H2IL13104,,Frank L.,Metzger,"Metzger, Frank L.",,R,,,,,,,,,
1316,IL,13,H0IL19048,,Michael,Firsching,"Firsching, Michael",,R,,,,,,,,,
1317,IL,13,n/a,,,,,Party Votes:,R,,,,,,,,,
1318,IL,13,H4IL15055,,David M.,Gill,"Gill, David M.",,D,"136,032",46.21%,,,,,,,
1319,IL,13,H2IL13096,,Matthew J. ,Goetten,"Goetten, Matthew J. ",,D,,,,,,,,,
1320,IL,13,n/a,,,,,Party Votes:,D,,,,,,,,,
1321,IL,13,H2IL13138,,John,Hartman,"Hartman, John ",,IND,"21,319",7.24%,,,,,,,
1322,IL,13,n/a,,,,,District Votes:,,"294,385",,,,,,,,
1323,IL,,n/a,,,,DISTRICT 14,,,,,,,,,,,
1324,IL,14,H0IL14080,(I),Randy M.,Hultgren,"Hultgren, Randy M.",,R,"177,603",58.82%,,,,,W,,
1325,IL,14,n/a,,Mark,Mastrogiovanni,"Mastrogiovanni, Mark",,W(R),,,,,,,,,
1326,IL,14,n/a,,,,,Party Votes:,R,,,,,,,,,
1327,IL,14,H2IL14078,,Dennis,Anderson,"Anderson, Dennis",,D,"124,351",41.18%,,,,,,,
1328,IL,14,H0IL08132,,Jonathan,Farnick,"Farnick, Jonathan",,D,,,,,,,,,
1329,IL,14,n/a,,,,,Party Votes:,D,,,,,,,,,
1330,IL,14,n/a,,,,,District Votes:,,"301,954",,,,,,,,
1331,IL,,n/a,,,,DISTRICT 15,,,,,,,,,,,
1332,IL,15,H2IL20042,(I),John M.,Shimkus,"Shimkus, John M.",,R,"205,775",68.61%,,,,,W,,
1333,IL,15,n/a,,,,,Party Votes:,R,,,,,,,,,
1334,IL,15,H2IL15083,,Angela,Michael,"Michael, Angela",,D,"94,162",31.39%,,,,,,,
1335,IL,15,n/a,,,,,Party Votes:,D,,,,,,,,,
1336,IL,15,n/a,,,,,District Votes:,,"299,937",,,,,,,,
1337,IL,,n/a,,,,DISTRICT 16,,,,,,,,,,,
1338,IL,16,H0IL11052,(I),Adam,Kinzinger,"Kinzinger, Adam",,R,"181,789",61.81%,,,,,W,,
1339,IL,16,H0IL16085,(I),Donald A.,Manzullo,"Manzullo, Donald A.",,R,,,,,,,,,
1340,IL,16,n/a,,,,,Party Votes:,R,,,,,,,,,
1341,IL,16,H2IL16057,,Wanda,Rohl,"Rohl, Wanda",,D,"112,301",38.19%,,,,,,,
1342,IL,16,n/a,,,,,District Votes:,,"294,090",,,,,,,,
1343,IL,,n/a,,,,DISTRICT 17,,,,,,,,,,,
1344,IL,17,H2IL17071,,Cheri,Bustos,"Bustos, Cheri",,D,"153,519",53.28%,,,,,W,,
1345,IL,17,H0IL16168,,George,Gaulrapp,"Gaulrapp, George",,D,,,,,,,,,
1346,IL,17,H2IL17097,,Greg,Aguilar,"Aguilar, Greg",,D,,,,,,,,,
1347,IL,17,n/a,,,,,Party Votes:,D,,,,,,,,,
1348,IL,17,H0IL17059,(I),Bobby ,Schilling,"Schilling, Bobby ",,R,"134,623",46.72%,,,,,,,
1349,IL,17,n/a,,,,,Party Votes:,R,,,,,,,,,
1350,IL,17,H2IL17089,,Eric,Reyes,"Reyes, Eric",,W,10,0.00%,,,,,,,
1351,IL,17,n/a,,Joe,Faber,"Faber, Joe",,W,9,0.00%,,,,,,,
1352,IL,17,n/a,,,,,District Votes:,,"288,161",,,,,,,,
1353,IL,,n/a,,,,DISTRICT 18,,,,,,,,,,,
1354,IL,18,H8IL18043,(I),Aaron,Schock,"Schock, Aaron",,R,"244,467",74.16%,,,,,W,,
1355,IL,18,n/a,,,,,Party Votes:,R,,,,,,,,,
1356,IL,18,H4IL18091,,Steve,Waterworth,"Waterworth, Steve",,D,"85,164",25.84%,,,,,,,
1357,IL,18,H2IL18053,,Matthew A.,Woodmancy,"Woodmancy, Matthew A.",,D,,,,,,,,,
1358,IL,18,n/a,,,,,Party Votes:,D,,,,,,,,,
1359,IL,18,n/a,,,,,District Votes:,,"329,631",,,,,,,,
1360,IL,,n/a,,,,,,,,,,,,,,,
1361,IL,H,n/a,,,,,Total State Votes:,,"5,058,133",,,,,,,,
1362,,,n/a,,,,,,,,,,,,,,,
1363,IN,,n/a,,,,DISTRICT 1,,,,,,,,,,,
1364,IN,01,H4IN01012,(I),Peter J. ,Visclosky,"Visclosky, Peter J. ",,D,"187,743",67.28%,,,,,W,,
1365,IN,01,n/a,,,,,Party Votes:,D,,,,,,,,,
1366,IN,01,H2IN01123,,Joel ,Phelps,"Phelps, Joel ",,R,"91,291",32.72%,,,,,,,
1367,IN,01,H2IN01131,,Dave ,Wenger,"Wenger, Dave ",,R,,,,,,,,,
1368,IN,01,n/a,,,,,Party Votes:,R,,,,,,,,,
1369,IN,01,n/a,,,,,District Votes:,,"279,034",,,,,,,,
1370,IN,,n/a,,,,DISTRICT 2,,,,,,,,,,,
1371,IN,02,H0IN02190,,Jackie,Walorski,"Walorski, Jackie",,R,"134,033",49.01%,,,,,W,,
1372,IN,02,H2IN02220,,Greg ,Andrews,"Andrews, Greg ",,R,,,,,,,,,
1373,IN,02,n/a,,,,,Party Votes:,R,,,,,,,,,
1374,IN,02,H2IN02204,,Brendan,Mullen,"Mullen, Brendan",,D,"130,113",47.58%,,,,,,,
1375,IN,02,H2IN02238,,Dan ,Morrison,"Morrison, Dan ",,D,,,,,,,,,
1376,IN,02,n/a,,,,,Party Votes:,D,,,,,,,,,
1377,IN,02,H2IN02246,,Joseph Wayne,Ruiz,"Ruiz, Joseph Wayne",,LIB,"9,326",3.41%,,,,,,* The Libertarian Party nominated by convention on 3/24/2012.  Convention nominees are noted with an asterisk.,
1378,IN,02,H2IN02253,,"Kenneth R., Jr.",Lunce,"Lunce, Kenneth R., Jr.",,W,3,0.00%,,,,,,,
1379,IN,02,n/a,,,,,District Votes:,,"273,475",,,,,,,,
1380,IN,,n/a,,,,DISTRICT 3,,,,,,,,,,,
1381,IN,03,H0IN03198,(I),Marlin A. ,Stutzman,"Stutzman, Marlin A. ",,R,"187,872",67.04%,,,,,W,,
1382,IN,03,n/a,,,,,Party Votes:,R,,,,,,,,,
1383,IN,03,H6IN00027,,Kevin R.,Boyd,"Boyd, Kevin R.",,D,"92,363",32.96%,,,,,,,
1384,IN,03,H6IN03187,,Tommy A. ,Schrader,"Schrader, Tommy A. ",,D,,,,,,,,,
1385,IN,03,H8IN04058 ,,Stephen G.,Hope,"Hope, Stephen G.",,D,,,,,,,,,
1386,IN,03,H2IN03152,,Justin ,Kuhnle,"Kuhnle, Justin ",,D,,,,,,,,,
1387,IN,03,H2IN03178 ,,David ,Sowards,"Sowards, David ",,D,,,,,,,,,
1388,IN,03,H2IN03160,,John Forrest ,Roberson,"Roberson, John Forrest ",,D,,,,,,,,,
1389,IN,03,n/a,,,,,Party Votes:,D,,,,,,,,,
1390,IN,03,n/a,,,,,District Votes:,,"280,235",,,,,,,,
1391,IN,,n/a,,,,DISTRICT 4,,,,,,,,,,,
1392,IN,04,H0IN04170,(I),Todd,Rokita,"Rokita, Todd",,R,"168,688",61.96%,,,,,W,,
1393,IN,04,n/a,,,,,Party Votes:,R,,,,,,,,,
1394,IN,04,H2IN04135,,Tara E.,Nelson,"Nelson, Tara E.",,D,"93,015",34.16%,,,,,,,
1395,IN,04,H2IN04127,,Lester Terry ,Moore,"Moore, Lester Terry ",,D,,,,,,,,,
1396,IN,04,n/a,,,,,Party Votes:,D,,,,,,,,,
1397,IN,04,H2IN04150,,Benjamin J.,Gelhausen,"Gelhausen, Benjamin J.",,LIB,"10,565",3.88%,,,,,,* The Libertarian Party nominated by convention on 3/24/2012.  Convention nominees are noted with an asterisk.,
1398,IN,04,n/a,,,,,District Votes:,,"272,268",,,,,,,,
1399,IN,,n/a,,,,DISTRICT 5,,,,,,,,,,,
1400,IN,05,H2IN05082,,Susan ,Brooks,"Brooks, Susan ",,R,"194,570",58.37%,,,,,W,,
1401,IN,05,H4IN02051,,David ,McIntosh,"McIntosh, David ",,R,,,,,,,,,
1402,IN,05,H8IN05097,,John ,McGoff,"McGoff, John ",,R,,,,,,,,,
1403,IN,05,H2IN05116,,Wayne,Seybold,"Seybold, Wayne",,R,,,,,,,,,
1404,IN,05,H2IN05108,,John R. (Jack),Lugar,"Lugar, John R. (Jack)",,R,,,,,,,,,
1405,IN,05,H2IN05124,,Jason ,Anderson,"Anderson, Jason ",,R,,,,,,,,,
1406,IN,05,H2IN05140 ,,"William ""Bill""",Salin,"Salin, William ""Bill""",,R,,,,,,,,,
1407,IN,05,H2IN05132,,Matthew ,Mount,"Mount, Matthew ",,R,,,,,,,,,
1408,IN,05,n/a,,,,,Party Votes:,R,,,,,,,,,
1409,IN,05,H2IN05090,,Scott,Reske,"Reske, Scott",,D,"125,347",37.60%,,,,,,,
1410,IN,05,H2IN05074,,Tony ,Long,"Long, Tony ",,D,,,,,,,,,
1411,IN,05,n/a,,,,,Party Votes:,D,,,,,,,,,
1412,IN,05,H0IN05169,,Chard,Reid,"Reid, Chard",,LIB,"13,442",4.03%,,,,,,* The Libertarian Party nominated by convention on 3/24/2012.  Convention nominees are noted with an asterisk.,
1413,IN,05,n/a,,,,,District Votes:,,"333,359",,,,,,,,
1414,IN,,n/a,,,,DISTRICT 6,,,,,,,,,,,
1415,IN,06,H0IN02125,,Luke,Messer,"Messer, Luke",,R,"162,613",59.08%,,,,,W,,
1416,IN,06,H0IN09088,,Travis ,Hankins,"Hankins, Travis ",,R,,,,,,,,,
1417,IN,06,H2IN06171,,Don ,Bates Jr.,"Bates Jr., Don ",,R,,,,,,,,,
1418,IN,06,H6IN10075,,Bill ,Frazier,"Frazier, Bill ",,R,,,,,,,,,
1419,IN,06,H2IN06247,,Joe ,Sizemore,"Sizemore, Joe ",,R,,,,,,,,,
1420,IN,06,H2IN06254 ,,"Allen K, II",Smith,"Smith, Allen K, II",,R,,,,,,,,,
1421,IN,06,H2IN06262 ,,"Joseph S., Sr",Van Wye,"Van Wye, Joseph S., Sr",,R,,,,,,,,,
1422,IN,06,H2IN06205,,John ,Hatter,"Hatter, John ",,R,,,,,,,,,
1423,IN,06,n/a,,,,,Party Votes:,R,,,,,,,,,
1424,IN,06,H2IN06213,,Bradley T.,Bookout,"Bookout, Bradley T.",,D,"96,678",35.12%,,,,,,,
1425,IN,06,H2IN06239,,Susan Hall,Heitzman,"Heitzman, Susan Hall",,D,,,,,,,,,
1426,IN,06,H2IN06197,,Jim ,Crone,"Crone, Jim ",,D,,,,,,,,,
1427,IN,06,H2IN06221,,Dan ,Bolling,"Bolling, Dan ",,D,,,,,,,,,
1428,IN,06,H6IN06024,,George T.,Holland,"Holland, George T.",,D,,,,,,,,,
1429,IN,06,n/a,,,,,Party Votes:,D,,,,,,,,,
1430,IN,06,H2IN06270,,Rex,Bell,"Bell, Rex",,LIB,"15,962",5.80%,,,,,,* The Libertarian Party nominated by convention on 3/24/2012.  Convention nominees are noted with an asterisk.,
1431,IN,06,n/a,,,,,District Votes:,,"275,253",,,,,,,,
1432,IN,,n/a,,,,DISTRICT 7,,,,,,,,,,,
1433,IN,07,H8IN07184,(I),Andre D. ,Carson,"Carson, Andre D. ",,D,"162,122",62.85%,,,,,W,,
1434,IN,07,H2IN07120 ,,"Bob ""Citizen""",Kern,"Kern, Bob ""Citizen""",,D,,,,,,,,,
1435,IN,07,H2IN07138,,Woodrow,Wilcox,"Wilcox, Woodrow",,D,,,,,,,,,
1436,IN,07,H6IN07337,,Pierre Quincy,Pullins,"Pullins, Pierre Quincy",,D,,,,,,,,,
1437,IN,07,n/a,,,,,Party Votes:,D,,,,,,,,,
1438,IN,07,H0IN07157,,Carlos A. ,May,"May, Carlos A. ",,R,"95,828",37.15%,,,,,,,
1439,IN,07,H8IN07259,,Catherine (Cat) ,Ping,"Ping, Catherine (Cat) ",,R,,,,,,,,,
1440,IN,07,H2IN07112,,Steven,Davis,"Davis, Steven",,R,,,,,,,,,
1441,IN,07,H8IN07150,,Wayne E.,Harmon,"Harmon, Wayne E.",,R,,,,,,,,,
1442,IN,07,H4IN07092,,Anthony W. (Tony),Duncan,"Duncan, Anthony W. (Tony)",,R,,,,,,,,,
1443,IN,07,H2IN07096,,JD,Miniear,"Miniear, JD",,R,,,,,,,,,
1444,IN,07,H8IN07267,,Lawrence (Larry) B.,Shouse,"Shouse, Lawrence (Larry) B.",,R,,,,,,,,,
1445,IN,07,n/a,,,,,Party Votes:,R,,,,,,,,,
1446,IN,07,n/a,,,,,District Votes:,,"257,950",,,,,,,,
1447,IN,,n/a,,,,DISTRICT 8,,,,,,,,,,,
1448,IN,08,H0IN08114,(I),Larry D. ,Bucshon,"Bucshon, Larry D. ",,R,"151,533",53.36%,,,,,W,,
1449,IN,08,H0IN08148,,Kristi ,Risk,"Risk, Kristi ",,R,,,,,,,,,
1450,IN,08,n/a,,,,,Party Votes:,R,,,,,,,,,
1451,IN,08,H2IN08094,,Dave,Crooks,"Crooks, Dave",,D,"122,325",43.07%,,,,,,,
1452,IN,08,H2IN08128 ,,Thomas ,Barnett,"Barnett, Thomas ",,D,,,,,,,,,
1453,IN,08,H2IN08136,,William  ,Bryk,"Bryk, William  ",,D,,,,,,,,,
1454,IN,08,n/a,,,,,Party Votes:,D,,,,,,,,,
1455,IN,08,H2IN08144,,Bart,Gadau,"Gadau, Bart",,LIB,"10,134",3.57%,,,,,,* The Libertarian Party nominated by convention on 3/24/2012.  Convention nominees are noted with an asterisk.,
1456,IN,08,n/a,,,,,District Votes:,,"283,992",,,,,,,,
1457,IN,,n/a,,,,DISTRICT 9,,,,,,,,,,,
1458,IN,09,H0IN09070,(I),Todd,Young,"Young, Todd",,R,"165,332",55.45%,,,,,W,,
1459,IN,09,n/a,,,,,Party Votes:,R,,,,,,,,,
1460,IN,09,H2IN09167,,Shelli ,Yoder,"Yoder, Shelli ",,D,"132,848",44.55%,,,,,,,
1461,IN,09,H2IN09142,,Robert ,Winningham,"Winningham, Robert ",,D,,,,,,,,,
1462,IN,09,H2IN09134,,Jonathan ,George,"George, Jonathan ",,D,,,,,,,,,
1463,IN,09,H2IN09183,,John W. ,Tilford,"Tilford, John W. ",,D,,,,,,,,,
1464,IN,09,H2IN09175 ,,John Griffin ,Miller,"Miller, John Griffin ",,D,,,,,,,,,
1465,IN,09,n/a,,,,,Party Votes:,D,,,,,,,,,
1466,IN,09,n/a,,,,,District Votes:,,"298,180",,,,,,,,
1467,IN,,n/a,,,,,,,,,,,,,,,
1468,IN,H,n/a,,,,,Total State Votes:,,"2,553,746",,,,,,,,
1469,IN,,n/a,,,,,,,,,,,,,,,
1470,IN,S,S2IN00091,,Joe ,Donnelly,"Donnelly, Joe ",,D,"1,281,181",50.04%,,,,,W,,
1471,IN,S,n/a,,,,,Party Votes:,D,,,,,,,,,
1472,IN,S,S2IN00083,,Richard E.,Mourdock,"Mourdock, Richard E.",,R,"1,133,621",44.28%,,,,,,,
1473,IN,S,S4IN00014,(I),Richard G. ,Lugar,"Lugar, Richard G. ",,R,,,,,,,,,
1474,IN,S,n/a,,,,,Party Votes:,R,,,,,,,,,
1475,IN,S,S2IN00109,,"Andrew ""Andy""",Horning,"Horning, Andrew ""Andy""",,LIB,"145,282",5.67%,,,,,,* The Libertarian Party nominated by convention on 3/24/2012.  Convention nominees are noted with an asterisk.,
1476,IN,S,S2IN00117,,James L.,Johnson Junior,"Johnson Junior, James L.",,W,15,0.00%,,,,,,,
1477,IN,S,S2IN00125,,Amy J.,Willis,"Willis, Amy J.",,W,3,0.00%,,,,,,,
1478,IN,S,n/a,,,,,Total State Votes:,,"2,560,102",,,,,,,,
1479,,,n/a,,,,,,,,,,,,,,,
1480,IA,,n/a,,,,DISTRICT 1,,,,,,,,,,,
1481,IA,01,H6IA01055,(I),Bruce ,Braley,"Braley, Bruce ",,D,"222,422",56.91%,,,,,W,,
1482,IA,01,n/a,,,Scattered,Scattered,,W(D),,,,,,,,,
1483,IA,01,n/a,,,,,Party Votes:,D,,,,,,,,,
1484,IA,01,H0IA01117,,Ben,Lange,"Lange, Ben",,R,"162,465",41.57%,,,,,,,
1485,IA,01,H2IA01055,,Rod,Blum,"Blum, Rod",,R,,,,,,,,,
1486,IA,01,n/a,,,Scattered,Scattered,,W(R),,,,,,,,,
1487,IA,01,n/a,,,,,Party Votes:,R,,,,,,,,,
1488,IA,01,H2IA01063,,Gregory,Hughes,"Hughes, Gregory",,NP,"4,772",1.22%,,,,,,,
1489,IA,01,H2IA01071,,"George Todd, II",Krail,"Krail, George Todd, II",,NP,931,0.24%,,,,,,,
